"sous_corpus","expression","Phrase(s)"
"Sequoia","se élever","§ [""s'"", 'élève'] : Le coût des bâtiments s'élève à 2.700.000 F, dont 40% de subvention de l'Etat ; 20% d'auto-financement et 40% d'emprunt.  § [""s'"", 'élève'] : Il repose sur le trésor de guerre d'Andrew Wang qui s'élève à 1 milliard de francs suisses.  § [""s'"", 'élevait'] : La différence, payée par le Trésor (donc le contribuable français), s'élevait à environ 8,50 F selon Jacques Despuech, auteur du premier livre sur l'affaire (1953)."
"Sequoia","adresser remerciement","§ ['adressé', 'remerciements'] : M. Soyer a adressé ses remerciements aux collectivités participantes, et en particulier à l'inspecteur d'académie, pour la création, en 1998, d'une cinquième classe et la nomination de deux aides-éducateurs et la mise à disposition à la rentrée 1999 d'un titulaire mobile."
"Sequoia","mener à bien","§ ['mené', 'à', 'bien'] : L'inspecteur d'académie a remercié la municipalité d'avoir mené à bien son projet en ayant associé les différentes parties intéressées : enseignants, parents, pour la conception des locaux et la qualité des matériaux utilisés."
"Sequoia","mettre le main","§ ['mettre', 'la', 'main'] : Ce sont finalement les élèves de la classe de CM2 de Jacky Hedin qui sont venus mettre la main au sac poubelle, dans la bonne humeur, comme s'ils étaient là pour participer à un jeu de plein-air, laissant au passage le soin à leurs aînés d'en tirer une morale.  § ['met', 'la', 'main'] : À son domicile, il met la main, notamment, sur son agenda 1992."
"Sequoia","laisser le soin","§ ['laissant', 'le', 'soin'] : Ce sont finalement les élèves de la classe de CM2 de Jacky Hedin qui sont venus mettre la main au sac poubelle, dans la bonne humeur, comme s'ils étaient là pour participer à un jeu de plein-air, laissant au passage le soin à leurs aînés d'en tirer une morale."
"Sequoia","prendre part","§ ['pris', 'part'] : Les élèves de la classe de CE1 de l'école Notre-Dame ont pris part aux festivités.  § ['prendre', 'part'] : La Juve est déchue des titres acquis dans le Calcio lors des saisons 2004-2005 et 2005-2006 et ne pourra prendre part à l'édition 2006-2007 de la Ligue des champions [3]."
"Sequoia","remettre le main à le pâte","§ ['remettre', 'la', 'main', 'à', 'la', 'pâte'] : Bref, en quittant le fournil, chacun ne rêvait que de remettre la main à la pâte avec Sylvie et Daniel."
"Sequoia","assurer présidence","§ ['assuré', 'présidence'] : il a assuré la présidence de la société de pêche ""La Gaule vidusienne"" durant une dizaine d'années."
"Sequoia","avoir douleur","§ ['eu', 'douleur'] : Guy affectionnait beaucoup le jardinage, loisir partagé avec Denise, son épouse, qu'il a eu la douleur de perdre il y a quinze jours.  § ['eu', 'douleur'] : - si vous avez ou avez eu une douleur, un gonflement ou un engourdissement de la mâchoire ou une dent déchaussée."
"Sequoia","rendre service","§ ['rendre', 'service'] : Il laisse à sa famille et amis, le souvenir d'un homme dévoué, généreux, jovial, toujours prêt à rendre service."
"Sequoia","cela faire","§ ['Cela', 'fait'] : Cela fait donc plus de trois-quarts de siècle que la digne société du même nom encourage, dans la région, les éleveurs amateurs."
"Sequoia","manoeuvre mener","§ ['manoeuvre', 'menée'] : Une manoeuvre menée avec maestria."
"Sequoia","avoir chance","§ ['eu', 'chance'] : Il est à noter que le couple a eu la chance que son accident soit vu par des témoins qui ont alerté les secours.  § ['a', 'chance'] : Arturo a de la chance, il arrive en Chine au moment de la fête de la nouvelle année.  § ['a', 'chance'] : Il a beaucoup de chance d'avoir survécu."""
"Sequoia","effectuer sortie de route","§ ['effectué', 'sortie', 'de', 'route'] : Un véhicule a effectué une spectaculaire sortie de route, hier vers 18h15, sur l'A36."
"Sequoia","répondre à le nom","§ ['répondait', 'à', 'le', 'nom'] : à travers cette balade interplanétaire, le visiteur enrichit ses connaissances et apprend que le premier astronome français répondait au nom de Messier surnommé ""Le furet des comètes"" par Louis XV."
"Sequoia","se placer","§ ['se', 'place'] : Le vendredi 25 juin, au ciné 3000 à 20h30, une soirée thématique sera organisée avec projections de films et diaporamas pour découvrir ce moment unique où la lune se place dans la trajectoire du soleil."
"Sequoia","se voir","§ ['se', 'verront'] : Les participants à cette manifestation se verront offrir des lunettes de protection.  § ['se', 'verrait'] : En 1999, celles-ci ont représenté 40,2% des élus, pourcentage qui se verrait fort réduit.  § ['me', 'vois'] : Toutefois, je me vois dans l'impossibilité de porter un jugement sur le style et le choix des mots m'amenant à émettre des censures, car alors je devrais le faire pour chaque exposé des motifs."
"Sequoia","tourner le dos","§ ['tourner', 'le', 'dos'] : Comme de vrais acteurs, ils ont appris à parler fort, à bien articuler, à ne pas tourner le dos au public, à s'amuser avec leur rôle."
"Sequoia","se amuser","§ [""s'"", 'amuser'] : Comme de vrais acteurs, ils ont appris à parler fort, à bien articuler, à ne pas tourner le dos au public, à s'amuser avec leur rôle."
"Sequoia","travail réaliser","§ ['travail', 'réalisé'] : Au mois de mars dernier, les enfants de CE2 de Mme Philippe avaient montré leur travail réalisé d'après ""Les contes du chat perché"" de Marcel Aimé.  § ['réalisons', 'travail'] : Où sont ceux qui critiquent le travail accompli, qui reviennent constamment avec la question du quorum et ne sont pas présents quand nous réalisons le travail de fond ?"
"Sequoia","faire connaissance","§ ['fit', 'connaissance'] : Elle fit alors la connaissance de son futur mari, plombier-zingueur à Bar-le-Duc."
"Sequoia","le musique adoucir le moeurs","§ ['La', 'musique', 'adoucit', 'les', 'moeurs'] : La musique n'adoucit pas toujours les moeurs."
"Sequoia","connaître problème","§ ['connaît', 'problèmes'] : Plus précisément, c'est la batterie -une des deux composantes de l'Harmonie- qui connaît des problèmes."
"Sequoia","il ne empêcher","§ ['Il', ""n'"", 'empêche'] : Il n'empêche que dorénavant les défilés montbéliardais auront un petit air tristounet."
"Sequoia","avoir air","§ ['auront', 'air'] : Il n'empêche que dorénavant les défilés montbéliardais auront un petit air tristounet."
"Sequoia","prendre son responsabilité","§ ['pris', 'ses', 'responsabilités'] : Ces délégués remercient le maire pour avoir pris ses responsabilités en aménageant le parking de la Tour du Champ."
"Sequoia","faire apparition","§ ['fait', 'apparition'] : Depuis quarante-huit heures, le redoux a fait son apparition."
"Sequoia","avoir conscience","§ ['a', 'conscience'] : Je suis certain qu'il a conscience de la menace très grave qui pèse sur le modèle européen fondé sur l'exploitation familiale."
"Sequoia","se adonner","§ [""s'"", 'adonnaient'] : Dimanche en milieu d'après-midi, quelques enfants s'adonnaient à des glissades alors que l'eau, cachée, recouvrait encore tout le secteur.  § [""s'"", 'adonne'] : Il est à la maison Belot depuis dix ans où il s'adonne à la belote avec son copain Pierre Brungard.  § [""s'"", 'adonnèrent'] : Toujours selon J. Despuech, l'empereur Bao Dai, l'ancien haut commissaire Emile Bollaert, les généraux Charles Mast et Revers, l'ancien ministre Paul Giaccobi auraient été au nombre des personnages importants qui s'y adonnèrent."
"Sequoia","enquête réaliser","§ ['enquête', 'réalisée'] : L'enquête réalisée par le conseil municipal des jeunes avait mis en évidence l'intérêt des adultes pour ces activités artistiques."
"Sequoia","mettre en bouche","§ ['mettre', 'en', 'bouche'] : Pour ce premier rendez-vous, l'animateur a pu faire partager sa passion et présenter quelques ""oeuvres"" pour mettre en bouche les participants."
"Sequoia","se montrer","§ ['se', 'montrèrent'] : Là, les hommes de Franck Renard, bien en jambes se montrèrent plus sûrs notamment à l'intérieur de la raquette et ils l'emportèrent par 45-36.  § [""s'"", 'montré'] : Chez les patients subissant un ICP, Angiox s'est montré aussi efficace que l'héparine pour toutes les mesures, excepté en ce qui concerne le saignement majeur, pour lequel il s'est révélé nettement meilleur (niveau de saignement inférieur) que l'héparine.  § ['se', 'montrer'] : Parce que ce rapport indique à plusieurs reprises qu'il faut contrôler, qu'il faut réagir au vieillissement de la population -le nombre de personnes âgées ne cesse d'augmenter et cette situation rend difficile le soutien des systèmes de pension-, qu'il faut se montrer vigilants et inviter les États membres à dépenser toujours moins d'argent pour le paiement des pensions des personnes âgées."
"Sequoia","le emporter","§ [""l'"", 'emportèrent'] : Là, les hommes de Franck Renard, bien en jambes se montrèrent plus sûrs notamment à l'intérieur de la raquette et ils l'emportèrent par 45-36."
"Sequoia","finale jouer","§ ['finale', 'joua'] : La finale se joua entre Utrecht et Soleuvre."
"Sequoia","recevoir appel","§ ['reçoivent', 'appel'] : Dans la nuit de dimanche à lundi, peu après minuit, les services de police de Montbéliard reçoivent un appel téléphonique les informant qu'une rixe est en train de dégénérer, place Ferrer, à Montbéliard.  § ['reçu', 'appel'] : Dans un premier temps, les policiers qui ont reçu l'appel de la famille inquiète, ont envoyé plusieurs patrouilles dans le quartier."
"Sequoia","prendre le fuite","§ ['pris', 'la', 'fuite'] : Néanmoins, un témoin leur assure qu'un des protagonistes de la rixe a pris la fuite en voiture.  § ['prenait', 'la', 'fuite'] : Huit jours après, Didier Schuller prenait la fuite en République dominicaine sur les conseil de son avocat Me Francis Szpiner et de la cellule juridique de l'Elysée (le 'cabinet noir ')."
"Sequoia","bilan dresser","§ ['bilan', 'dressé'] : Lors de l'assemblée générale de l'Association paroissiale d'éducation populaire, le bilan dressé par le vice-président, M. Ménétrez, fait apparaître un solde financier positif, notamment grâce au succès rencontré par le loto, au don de la section des ""Fourmis"" après leur marché de Noël et à la vente de fleurs à l'occasion de la fête des Mères."
"Sequoia","succès rencontrer","§ ['succès', 'rencontré'] : Lors de l'assemblée générale de l'Association paroissiale d'éducation populaire, le bilan dressé par le vice-président, M. Ménétrez, fait apparaître un solde financier positif, notamment grâce au succès rencontré par le loto, au don de la section des ""Fourmis"" après leur marché de Noël et à la vente de fleurs à l'occasion de la fête des Mères."
"Sequoia","être le occasion","§ ['été', ""l'"", 'occasion'] : L'assemblée générale a été l'occasion de discuter de la gestion des locaux de l'ancienne cure."
"Sequoia","revoir à le baisse","§ ['revue', 'à', 'la', 'baisse'] : Les associations du village ont vu leur contribution revue à la baisse.  § ['revoit', 'à', 'la', 'baisse'] : Le 25 juillet, contrairement à ce que demandait le procureur Stefano Palazzi qui souhaitait une aggravation des peines, la cour fédérale d'appel de la justice sportive les revoit à la baisse."
"Sequoia","se renseigner","§ ['se', 'renseigner'] : Pour les autres utilisations, se renseigner auprès du comité."
"Sequoia","apporter contribution","§ ['apporter', 'contribution'] : Pour finir, le mot du président, Luc Stéfann, qui rappelle la vocation des bénévoles de l'association : être un soutien pour la paroisse, apporter une petite contribution financière aux travaux grâce aux manifestations et aux dons, accomplir de multiples tâches et démarches touchant aux bâtiment paroissiaux, contribuer à la convivialité entre les paroissiens."
"Sequoia","accomplir tâche","§ ['accomplir', 'tâches'] : Pour finir, le mot du président, Luc Stéfann, qui rappelle la vocation des bénévoles de l'association : être un soutien pour la paroisse, apporter une petite contribution financière aux travaux grâce aux manifestations et aux dons, accomplir de multiples tâches et démarches touchant aux bâtiment paroissiaux, contribuer à la convivialité entre les paroissiens."
"Sequoia","accomplir démarche","§ ['accomplir', 'démarches'] : Pour finir, le mot du président, Luc Stéfann, qui rappelle la vocation des bénévoles de l'association : être un soutien pour la paroisse, apporter une petite contribution financière aux travaux grâce aux manifestations et aux dons, accomplir de multiples tâches et démarches touchant aux bâtiment paroissiaux, contribuer à la convivialité entre les paroissiens."
"Sequoia","se passer","§ [""s'"", 'passé'] : Que s'est-il passé ?  § ['se', 'passe'] : Je voudrais seulement rappeler qu'il se passe actuellement quelque chose de terrible en Serbie.  § ['se', 'passer'] : Les officiers considérés comme ""réactionnaires et cléricaux"", généralement issus de familles traditionalistes, ont été souvent écartés des postes importants de l'armée, quelquefois au profit de carriéristes médiocres issus des loges ou de la clientèle des partis de gauche, et la France a dû se passer d'eux pendant la Première Guerre mondiale, en tant qu'officiers d'active à tout le moins."
"Sequoia","jeter le éponge","§ ['jeter', ""l'"", 'éponge'] : Or elle aurait décidé de jeter l'éponge."
"Sequoia","malheur ne survenir jamais seul","§ ['malheurs', 'ne', 'surviennent', 'jamais', 'seuls'] : C'est connu, les malheurs ne surviennent jamais seuls : un important groupe canadien qui se disait intéressé par la distribution en Europe des plaques numériques mises au point à Baume n'a soudainement plus donné signe de vie."
"Sequoia","mettre à le point","§ ['mises', 'à', 'le', 'point'] : C'est connu, les malheurs ne surviennent jamais seuls : un important groupe canadien qui se disait intéressé par la distribution en Europe des plaques numériques mises au point à Baume n'a soudainement plus donné signe de vie."
"Sequoia","donner signe de vie","§ ['donné', 'signe', 'de', 'vie'] : C'est connu, les malheurs ne surviennent jamais seuls : un important groupe canadien qui se disait intéressé par la distribution en Europe des plaques numériques mises au point à Baume n'a soudainement plus donné signe de vie."
"Sequoia","souffrance subir","§ ['souffrances', 'subies'] : Lionel Jospin note que la mission de ce groupe est ""de ne pas méconnaître les justes revendications des autres orphelins de victimes du nazisme"" et de ""trouver collectivement la meilleure façon de faire reconnaître par la Nation l'ampleur des souffrances subies""."
"Sequoia","revêtir caractère","§ ['revêtaient', 'caractère'] : Lionel Jospin écrit : ""Il m'a été donné de dire à plusieurs reprises combien les persécutions antisémites et les actes qui en ont découlé revêtaient un caractère particulier aux yeux de l'histoire et de la morale""."
"Sequoia","faire de son mieux","§ ['faire', 'de', 'son', 'mieux'] : Tout le monde a essayé de faire de son mieux dans l'espoir de marquer un maximum de points afin qu'à l'issue des trois jours, chacun puisse remporter soit l'écusson Tigre d'or, d'argent ou de bronze fourni par la Fédération française de judo, via le comité départemental."
"Sequoia","se rattraper","§ ['se', 'rattraper'] : Mais que ces derniers se rassurent, il y aura encore deux autres tours pour se rattraper."
"Sequoia","effectuer ronde","§ ['effectueront', 'rondes'] : ""Pompiers et policiers effectueront des rondes toute la nuit.  § ['effectuer', 'ronde'] : Quelques minutes après cette déposition, les gendarmes sortaient de leur brigade pour effectuer une ronde de routine."
"Sequoia","plaider coupable","§ ['plaide', 'coupable'] : Il devrait comparaître dans les prochains jours pour indiquer s'il plaide coupable ou non coupable des faits qui lui sont reprochés."
"Sequoia","plaider non coupable","§ ['plaide', 'non', 'coupable'] : Il devrait comparaître dans les prochains jours pour indiquer s'il plaide coupable ou non coupable des faits qui lui sont reprochés."
"Sequoia","se retrouver","§ ['se', 'retrouvent'] : Avec cette reddition, l'ensemble des proches collaborateurs de Slobodan Milosevic inculpés par le TPI se retrouvent derrière les barreaux, à l'exception d'un d'entre eux, Vlajko Stojiljkovic, qui s'était suicidé en avril dernier avant un transfert imminent à La Haye."
"Sequoia","se suicider","§ [""s'"", 'suicidé'] : Avec cette reddition, l'ensemble des proches collaborateurs de Slobodan Milosevic inculpés par le TPI se retrouvent derrière les barreaux, à l'exception d'un d'entre eux, Vlajko Stojiljkovic, qui s'était suicidé en avril dernier avant un transfert imminent à La Haye."
"Sequoia","tirer le sonnette de alarme","§ ['tirer', 'la', 'sonnette', ""d'"", 'alarme'] : ""Près de trente ans après le combat mené par Françoise Giroud, il est paradoxal de devoir tirer la sonnette d'alarme"", confie la députée de Moselle en rendant hommage à celle qui fut secrétaire d'Etat à la Condition féminine."
"Sequoia","rendre hommage","§ ['rendant', 'hommage'] : ""Près de trente ans après le combat mené par Françoise Giroud, il est paradoxal de devoir tirer la sonnette d'alarme"", confie la députée de Moselle en rendant hommage à celle qui fut secrétaire d'Etat à la Condition féminine."
"Sequoia","se contenter","§ [""s'"", 'contenté'] : Si le PC a présenté 43,9% de femmes, le PS s'est contenté de 36,1% tandis que l'UMP stagnait à 19,9% et l'UDF à 19,7%.  § ['se', 'contentent'] : Les fiches ne se contentent pas de rapporter uniquement des faits comme en témoignent les appelations de ""clérical cléricalisant"", ""cléricafard"", ""cléricanaille"", ""calotin pur-sang"", ""jésuitard"", ""grand avaleur de bon Dieu"", ""vieille peau fermée à nos idées"", ""rallié à la République, n'en porte pas moins un nom à particule""."
"Sequoia","mener campagne","§ ['mène', 'campagne'] : La députée de Moselle mène donc campagne."
"Sequoia","alerte donner","§ ['alerte', 'donnée'] : L'alerte a été donnée mercredi soir vers 21h30."
"Sequoia","prendre soin","§ ['prendre', 'soin'] : Tout au plus ont-ils appris qu'elle était partie sans prendre soin de mettre des vêtements chauds malgré la rigueur hivernale."
"Sequoia","fouille effectuer","§ ['fouilles', 'effectuées'] : Des fouilles dans le bois de Courcelles étaient effectuées."
"Sequoia","attenter à son jour","§ ['attente', 'à', 'ses', 'jours'] : Un ratissage autour du domicile de sa famille était également entrepris, les gendarmes craignant que la jeune fille n'attente à ses jours."
"Sequoia","avoir plaisir","§ ['avait', 'plaisir'] : Une famille qu'elle chérissait plus que tout et qu'elle avait toujours plaisir à recevoir.  § ['ai', 'plaisir'] : J'ai beaucoup de plaisir à proposer à l'Assemblée le rapport de la commission juridique."
"Sequoia","se porter","§ ['se', 'porte'] : Preuve que ce loisir se porte bien dans la commune."
"Sequoia","faire peur","§ ['fait', 'peur'] : Il y rencontre deux esquimaux qui ont pêché des poissons mais un ours polaire leur fait peur."
"Sequoia","se enfuir","§ [""s'"", 'enfuient'] : Les esquimaux s'enfuient mais Arturo a une idée : il appelle les pingouins qui chassent l'ours en lui lançant des boules de neige."
"Sequoia","se poser","§ ['se', 'pose'] : Arturo continue son voyage et se pose en Amérique..."
"Sequoia","prendre connaissance","§ ['prendre', 'connaissance'] : La commission d'appel d'offres pour la transformation de l'atelier artisanal des Triboulottes en salle polyvalente s'est réunie récemment pour prendre connaissance des offres reçues.  § ['prend', 'connaissance'] : Le public prend connaissance des conversations de Luciano Moggi, directeur général de la Juventus, et Pierluigi Pairetto, ancien arbitre, chargé par la fédération italienne de football de sélectionner les arbitres pour les rencontres de championnat entre 1999 et 2004."
"Sequoia","se prononcer","§ ['se', 'prononce'] : à la suite d'une consultation d'entreprises réalisée par l'Amicale des maires, la commune se prononce pour une nouvelle convention de balayage des caniveaux et de nettoyage des avaloirs des eaux pluviales sur la voie publique.  § ['se', 'prononcés'] : Alain Madelin (UMP) et François Hollande (PS) se sont prononcés en faveur de cette levée."
"Sequoia","se engager","§ [""s'"", 'engage'] : Ceux-ci seront réalisés par le promoteur qui s'y engage étant précisé que la voirie restera en l'état pour le moment.  § [""s'"", 'engage'] : Le titulaire de l'AMM s'engage à fournir des études et des données de pharmacovigilance supplémentaires détaillées dans le Plan de Pharmacovigilance, comme convenu dans la version 4 du Plan de Gestion des risques (PGR) présenté dans le Module 1.8.2. de l'autorisation de mise sur le marché et toutes mises à jour du PGR autorisées par le CHMP.  § ['nous', 'engagés'] : Nous nous sommes engagés à Rio à protéger le climat."
"Sequoia","faire offre","§ ['faisaient', 'offres'] : Comme l'attaquant tenait encore à jouer, il refusa et examina d'autres possibilités : ""Le Mans, Valence, Sedan et un quatrième club dont je dois taire le nom, me faisaient des offres intéressantes."
"Sequoia","procéder à le constat","§ ['procédé', 'à', 'le', 'constat'] : Quant à la gendarmerie de Dannemarie, elle a procédé au constat d'usage."
"Sequoia","se arrêter","§ [""s'"", 'arrête'] : Arrivant à hauteur de la place Cuvier, vers 17h, le jeune homme s'arrête pour acheter une baguette de pain."
"Sequoia","prendre à partie","§ ['pris', 'à', 'partie'] : Lorsqu'il revient dans sa voiture, il est pris à partie par trois individus qui s'engouffrent aussitôt dans son véhicule et le forcent à les emmener pour un périple dans le Pays de Montbéliard : Bethoncourt, Sochaux, Audincourt, Valentigney, Montbéliard et retour au point de départ."
"Sequoia","se engouffrer","§ [""s'"", 'engouffrent'] : Lorsqu'il revient dans sa voiture, il est pris à partie par trois individus qui s'engouffrent aussitôt dans son véhicule et le forcent à les emmener pour un périple dans le Pays de Montbéliard : Bethoncourt, Sochaux, Audincourt, Valentigney, Montbéliard et retour au point de départ."
"Sequoia","quel ne être pas","§ ['Quelle', 'ne', 'fut', 'pas'] : Quelle ne fut pas leur surprise de tomber nez à nez avec les trois individus correspondant précisément à la description faite par le jeune Belfortain !"
"Sequoia","tomber nez à nez","§ ['tomber', 'nez', 'à', 'nez'] : Quelle ne fut pas leur surprise de tomber nez à nez avec les trois individus correspondant précisément à la description faite par le jeune Belfortain !"
"Sequoia","description faire","§ ['description', 'faite'] : Quelle ne fut pas leur surprise de tomber nez à nez avec les trois individus correspondant précisément à la description faite par le jeune Belfortain !"
"Sequoia","entraîner interruption","§ ['entraîné', 'interruption'] : Ils devront alors répondre de violences commises en réunion n'ayant pas entraîné d'interruption totale de travail."
"Sequoia","se exécuter","§ [""s'"", 'exécuté'] : Questionné sur son passé, Lucien Carillon s'est exécuté de bonne grâce."
"Sequoia","se souvenir","§ ['se', 'souvient'] : Resté célibataire, il poursuit : ""J'ai travaillé à l'usine des hameçons à Morvillars, jusqu'au service militaire"", se souvient-il, visiblement marqué favorablement par cette période au 8e Chasseurs d'Afrique à Roanne.  § ['se', 'souvenir'] : Nous demandons à ce Parlement, au nom de la civilisation politique qu'il représente et des valeurs dont il est le porteur, d'aider l'humanité à toujours se souvenir des violences impunies, de chaque droit bafoué, de la place de Mai à la place Tienanmen.  § ['me', 'souviens'] : Je me souviens encore que l'obtention de ma propre carte d'identité était, dans ma jeunesse, un événement majeur."
"Sequoia","donner le jour","§ ['donné', 'le', 'jour'] : Elle avait entre temps donné le jour à trois enfants, dont Mimi, présente pour l'occasion, et reste fière d'être grand-mère et arrière-grand-mère."
"Sequoia","se faire remarquer","§ [""s'"", 'fait', 'remarquer'] : à la maison Belot, elle s'est très vite fait remarquer par sa coquetterie, son envie de participer aux ""Jeux olympiques inter-établissements"" et bien sûr à l'incontournable belote."
"Sequoia","avoir expérience","§ ['ayant', 'expérience'] : Il doit être prescrit par un médecin ayant l'expérience des prises en charge urgentes de patients souffrant de problèmes cardiaques ou des interventions sur le coeur."
"Sequoia","souffrir de problème","§ ['souffrant', 'de', 'problèmes'] : Il doit être prescrit par un médecin ayant l'expérience des prises en charge urgentes de patients souffrant de problèmes cardiaques ou des interventions sur le coeur."
"Sequoia","présenter taux","§ ['présenté', 'taux'] : Les patients ayant reçu Angiox sans inhibiteur de GP ont également présenté un taux d'hémorragies inférieur après 30 jours et après un an."
"Sequoia","présenter hypersensibilité","§ ['présenter', 'hypersensibilité'] : Angiox ne doit pas être utilisé chez les personnes pouvant présenter une hypersensibilité (allergie) à la bivalirudine, aux autres hirudines, ou à l'un des autres composants constituant Angiox.  § ['présentant', 'hypersensibilité'] : présentant une hypersensibilité connue à la bivalirudine ou à l'un des excipients du produit, ou aux hirudines ;  § ['présenter', 'hypersensibilité'] : Aclasta ne doit pas être utilisé chez les patients susceptibles de présenter une hypersensibilité (allergie) à l'acide zolédronique, à d'autres bisphosphonates ou à l'un des autres composants."
"Sequoia","avoir hémorragie","§ ['ayant', 'hémorragie'] : Il convient en outre de ne pas l'utiliser chez les patients ayant eu une hémorragie récente, souffrant d'hypertension aiguë ou présentant des troubles graves des reins, ou encore chez les patients présentant une infection cardiaque."
"Sequoia","souffrir de hypertension","§ ['souffrant', ""d'"", 'hypertension'] : Il convient en outre de ne pas l'utiliser chez les patients ayant eu une hémorragie récente, souffrant d'hypertension aiguë ou présentant des troubles graves des reins, ou encore chez les patients présentant une infection cardiaque."
"Sequoia","présenter trouble","§ ['présentant', 'troubles'] : Il convient en outre de ne pas l'utiliser chez les patients ayant eu une hémorragie récente, souffrant d'hypertension aiguë ou présentant des troubles graves des reins, ou encore chez les patients présentant une infection cardiaque.  § ['présenté', 'troubles'] : - si vous avez présenté des troubles de la coagulation sanguine ou un faible nombre de plaquettes  § ['présentent', 'troubles'] : L'utilisation d'Aclasta n'est pas recommandée chez des patients qui présentent des troubles graves des reins."
"Sequoia","présenter infection","§ ['présentant', 'infection'] : Il convient en outre de ne pas l'utiliser chez les patients ayant eu une hémorragie récente, souffrant d'hypertension aiguë ou présentant des troubles graves des reins, ou encore chez les patients présentant une infection cardiaque."
"Sequoia","souffrir de SCA","§ ['souffrant', 'de', 'SCA'] : Le comité a conclu que les bénéfices de Angiox sont supérieurs aux risques qu'il comporte pour le traitement des patients adultes souffrant de SCA et devant subir une intervention urgente ou précoce, avec de l'aspirine et du clopidogrel, et comme anticoagulant chez les patients subissant une intervention coronaire percutanée (ICP)."
"Sequoia","subir intervention","§ ['subir', 'intervention'] : Le comité a conclu que les bénéfices de Angiox sont supérieurs aux risques qu'il comporte pour le traitement des patients adultes souffrant de SCA et devant subir une intervention urgente ou précoce, avec de l'aspirine et du clopidogrel, et comme anticoagulant chez les patients subissant une intervention coronaire percutanée (ICP).  § ['subissant', 'intervention'] : Le comité a conclu que les bénéfices de Angiox sont supérieurs aux risques qu'il comporte pour le traitement des patients adultes souffrant de SCA et devant subir une intervention urgente ou précoce, avec de l'aspirine et du clopidogrel, et comme anticoagulant chez les patients subissant une intervention coronaire percutanée (ICP).  § ['subissant', 'intervention'] : Anticoagulant chez les patients subissant une intervention coronaire percutanée (ICP)."
"Sequoia","délivrer autorisation","§ ['délivré', 'autorisation'] : Autres informations relatives à Angiox : La Commission européenne a délivré une autorisation de mise sur le marché valide dans toute l'Union européenne pour Angiox à The Medicines Company UK Ltd, le 20 septembre 2004  § ['délivré', 'autorisation'] : La Commission européenne a délivré une autorisation de mise sur le marché valide dans toute l'Union européenne pour Aclasta à Novartis Europharm Limited, le 15 avril 2005."
"Sequoia","suivi effectuer","§ ['suivi', 'effectué'] : Chez les patients sous warfarine traités par bivalirudine, un suivi de l'INR doit être effectué, après l'arrêt du traitement par bivalirudine, afin de s'assurer du retour de l'INR aux niveaux observés avant le traitement."
"Sequoia","faire face","§ ['faire', 'face'] : Les mesures nécessaires doivent être mises en place pour faire face à cette éventualité.  § ['faire', 'face'] : L'Union européenne est appelée, à travers les procédures de la Conférence intergouvernementale, à répondre aux grands défis qui marquent le passage du XXe au XXIe siècle, des défis majeurs que nous connaissons tous, qui influent chaque jour sur le cours de l'Union, des défis, surtout, qui soulèvent une question de fond : dans quelle mesure sommes-nous prêts, en tant qu'institution, en tant qu'Union européenne, à y faire face ?"
"Sequoia","se attendre","§ [""s'"", 'attendre'] : Du fait de leur mécanisme d'action, on peut s'attendre à ce que l'utilisation combinée de médicaments anticoagulants (héparine, warfarine, antithrombotiques ou agents antiplaquettaires) augmente le risque de saignement.  § [""s'"", 'attend'] : La pharmacocinétique de la bivalirudine n'a pas été étudiée chez les patients atteints d'insuffisance hépatique, mais on ne s'attend pas à ce qu'elle soit modifiée, car la bivalirudine n'est pas métabolisée par les enzymes hépatiques telles que les isoenzymes du cytochrome P-450."
"Sequoia","présenter évènement indésirable","§ ['présenté', 'évènement', 'indésirable'] : Environ 23,3% des patients recevant de la bivalirudine ont présenté au moins un évènement indésirable et 2,1% ont présenté une réaction indésirable au médicament."
"Sequoia","avoir traitement","§ ['avaient', 'traitement'] : La majorité de ces sujets avaient un traitement concomitant d'acide acétylsalicylique et de clopidogrel, et 6 d'entre eux recevaient également des inhibiteurs de la GP IIb/IIIa."
"Sequoia","entraîner production","§ ['entraîne', 'production'] : La thrombine active également les facteurs V et VIII, ce qui entraîne une plus grande production de thrombine et active les plaquettes, stimulant leur agrégation et la libération des granules."
"Sequoia","présenter activité","§ ['présente', 'activité'] : Chez les volontaires sains et chez les patients, la bivalirudine présente une activité anticoagulante dépendante de la dose et de la concentration, comme le prouve l'allongement de l'ACT, de l'aPTT, du PT, de l'INR et du TT."
"Sequoia","présenter corrélation","§ ['présente', 'corrélation'] : La valeur ACT présente une corrélation positive avec la dose et la concentration plasmatique de la bivalirudine."
"Sequoia","présenter ischémie","§ ['présentent', 'ischémie'] : Environ 77% d'entre eux présentent une ischémie récurrente, environ 70% ont des changements dynamiques de l'ECG ou des bio marqueurs cardiaques élevés, 28% sont diabétiques et environ 99% subissent une angiographie dans les 72 h."
"Sequoia","subir angiographie","§ ['subissent', 'angiographie'] : Environ 77% d'entre eux présentent une ischémie récurrente, environ 70% ont des changements dynamiques de l'ECG ou des bio marqueurs cardiaques élevés, 28% sont diabétiques et environ 99% subissent une angiographie dans les 72 h."
"Sequoia","prendre en charge","§ ['pris', 'en', 'charge'] : Après angiographie, les patients sont soit pris en charge médicalement (33%) soit bénéficient d'une angioplastie (56%) ou d'un pontage aorto-coronaire (11%)."
